review_id,user_id,business_id,stars,text,ground_truths_overall,ground_truths_food,ground_truths_service,ground_truths_price,ground_truths_ambience
AFNU_ewy4gyz6vA-eckUdg,0YvtKUeZXsBqYrX3fw6cbw,iSRTaT9WngzB8JJ2YKJUig,5,"Got here around 9:15 this morning, walked through the door, grabbed a menu, and hit the line.  My wife ordered the crawfish etouffe  omelet and I ordered the shrimp creole omelet.  Must say, there both pretty dang good.  Service is good and as I'm writing this review its 9:40 and the line is backing up in the diner now, not out the door yet.",0.7,0.8,0.5,,
30KC_FE9zy3w9vxkzSc-zg,K6nYqeEuYC-BibQi2Z8lKw,iSRTaT9WngzB8JJ2YKJUig,5,Greatest food or all time. You need to have the pecan pie. The jumbalaya was excellent. Just order everything.,1,1,,,
n0vJotHYx5YfqdFwXRUl1A,lP0DWVZGClqSBbm4fauZgg,iSRTaT9WngzB8JJ2YKJUig,2,"Great reputation bland food...at least what we ate.  After having the fried chicken and catfish (neither seasoned very well), they've got nothing on Sweetie Pies in STL.  Seafood gumbo and turnip greens were tasty.  Wall of Fame was nice to look at...",-0.1,-0.3,,,0.2
rh-2TRV8imhYnAV_1fcO_w,ej4kPMsfm3sEktEekcPW2Q,iSRTaT9WngzB8JJ2YKJUig,5,"I give this place 5 stars due to my wife makes me go there every time we're in Nor'leans. The place has pictures all over the wall of famous people that have eaten there, it does not matter how many bad or mixed revues this place gets, it will be up & running well after I'm dead! That is how much business these guys/girls pull in, there is always a line but every one there seems to know what they're doing, there is never a panic moment. We had the egg biscuit which was pretty big for $375, wife had the grits w/smoke sausage, very good. She always gets a bloody mary, which they're are known for. At least visit once.",0.7,0.7,0.3,0.3,
HlQ22fPH7XZbJPDt1mfTfg,7jxO5QzzGlIsdZwnOSY9mw,iSRTaT9WngzB8JJ2YKJUig,4,OMG! This may be the best sandwich I have ever had. So juicy it was running down my arm...and that's a good thing!,0.7,0.7,,,
fYpVtfrZpuF0kJYwte-GgQ,jfpqJpSwQnL-6eblk7hIhQ,iSRTaT9WngzB8JJ2YKJUig,5,"The service is move move move, but good, good, good. This food is expensive for a counter service restaurant,  but worth every penny.  A smile on everyone, even for old men like me. Dinner for two was $60, but everything was exceptional . My goodness, there was as much meat in the red beans as on the ham porboy, well not really, but there was a lot. And the meat has no gristle or fat. Just very good food served in a cafeteria atmosphere.",0.7,0.8,0.5,0,
r_x9h07lLy-Cuk5kgKy42A,wEE-YMx5pmSuagLtNxMPKA,iSRTaT9WngzB8JJ2YKJUig,3,"I mean it's Mother's, you gotta go.

With that, I find my palate a bit more upscale. :: Whoaaaa, check me out and my food snobbery :: Granted I didn't have a seafoof po'boy, but I found the crawfish omelette and the famous Ferdi special po'boys extremely simple. I found the whole experience pretty simple: You wait in line, you order, you find a table.

The woman servicing our table overheard us gasp when we saw those delicious biscuits come out, she brought out two more. So sweet. Those biscuits and the homemade raspberry jam were the standouts of the entire meal and just phenomenal. The omelette was mostly egg and light on that delicious crawfish etouffe/gravy. The man's Ferdi was a simple roastbeef/ham sandwich. A solid meal, but nothing life changing.

I do have to say the meat & egg biscuit looked mighty fine. 

Overall, I'm happy I checked it off the list, but I won't be returning when I make the return to NOLA.",0.3,0.2,0.3,,
A1lZffeOhBAbzwhxTsv1DQ,voKLemNxYVYLOPKvBsU6Lg,iSRTaT9WngzB8JJ2YKJUig,5,"I wasn't going to bother reviewing Mother's because who needs me to tell them that a classic New Orleans institution was good but i saw its average was under five stars and thought it was any duty to say yes, Mother's is excellent. Don't read Yelp reviews about it, it's Mother's! Just go! 

Have been going here for 15 years and still always good. They are known for the Ferdi special but I think they have great seafood Po Boys. I had the shrimp and clam yesterday and it was everything you could hope for. Stuffed with crispy seafood, wonderful bread and balanced with some cold, crisp lettuce.",1,1,,,
Y7jZwDW1pDHQTTe_V921cA,jwGXHhOWXRvE-c0m84BoSQ,iSRTaT9WngzB8JJ2YKJUig,2,"I was warned..but I chose to see for myself. Mother's? Not my Mother's. Bland. This is New Orleans, right. The staff was attentive and worked to make it a good experience.",-0.3,-0.3,0.3,,
9bino3LdcjUF1W7Ef6MCiQ,2BSeSbAM9ZBMxt6ez7kSRg,iSRTaT9WngzB8JJ2YKJUig,5,"I had one of the best dining experiences of my life here. There is a reason so many celebrities eat here, everything is made with fresh, quality ingredients and care. I went with a group of friends and we got: Seafood Gumbo, Mae's Filé Gumbo (chicken & sausage), crawfish étouffée, Jerry's Jambalaya, fried chicken with potato salad and cabbage, Famous Ferdi Special po' boy, pecan pie, sweet potato pie, and bread pudding with brandy sauce. Every single thing was amongst the best of that food I've ever had. The seafood gumbo is made with actual crab stock (50 pounds per batch!), and you can taste the difference. 

Admittedly it doesn't seem like a hip place to eat, but it is a diamond in the rough. It's the type of place that at any given time the recognition might click and there will be a consistent line out the door to get in. The staff seems to all be like a family and genuinely nice. I recommend you check the place out whenever you get the chance!",1,1,0.6,,-0.2
Nh8kI6rm-xqSJQmoKSKSxw,EP8o8JnQSI0WEkeodwA8lA,iSRTaT9WngzB8JJ2YKJUig,1,"If you like bad versions of true New Orleans classic foods, Mothers will take care of you. Each time I send customers there when I ran a place in the Quarter, they came back pissed at me. So I eventually stopped. A while back, I decided to see what went wrong. After standing in line waaay too long, I eventually got my gumbo and po boy.
The gumbo was salty but still flavorless other than that. 
The Ferdi po boy was just...disappointing. Dry for all the sauce it was supposed to have.

Other than the food, the service was extremely disappointing. I can't imagine our tourists enjoying being spoken to so badly or even ignored. 
Just think Mothers has gotten too lazy. Either that, or they never were as good as tourists make it out to be. I know this much, we are spoiled here and I am reminded of this every time I see some poor tourist who eats at Mothers and thinks it's amazing.

It makes me feel like handing them a proper set of taste buds.",-1,-0.7,-1,,
QXyuVGT3DYcQTM74szlMRQ,3M16DB1clDguy75enzBsxg,iSRTaT9WngzB8JJ2YKJUig,2,I ordered the crawfish entouffee with green beans and turnip greens. The food were just warm.  Got sick when I got back to the hotel. I won't be back.,-1,-1,,,
8G9LFmD2dpYKUt3vIPZUOA,Mvs4_S_Klo-aiR12keyAYQ,iSRTaT9WngzB8JJ2YKJUig,2,"Mother's was recommended to us as a classic New Orleans institution. We were told it's so amazing there are lineups around the block sometimes.

So a group of about 8 of us went there for breakfast while we were in town for a conference.

Instead of being seated at a table, you are directed to pick up a menu and head to the counter to place your order. This forces you to make a quick decision since you only ahve a few minutes to place your order. This is good if you are quick to pick your meal but not so great if you're slow.

Since you don't get to pick your table until after you've gotten your order, it can be a bit tricky for a larger group. We went to the back room and found the last table that would hold 8. However, no one was in a hurry to clean up the mess from the previous patrons. 

Actually no one was in a hurry to do anything. I should have gotten the clue when I noticed the large ""We do not accept tips"" sign over the bar.

I rarely give bad reviews but THIS PLACE IS GROSS. It's down right nasty freaking gross. It looks run down, the service sucks; it's horribly slow. The waitress kept forgetting some of our orders. One of my colleagues didn't even get her meal until after everyone else was done. The grits we ordered never came. This didn't even appear to be an isolated incident. The table next to use seemed to be even worse off with their orders.

Please note that this is BARELY a 2 star. I'm being genrous here. It's a 2 star because the food tasted fine and the quantity was more than 2 people could eat, but  the service and the ambiance was just too horribleto give anything more than 2 stars.

Do yourself a favour, ignore the people who recommend this place and GO SOMEWHERE ELSE. I'm serious. NOLA has TONS of delicous restaurants. Don't waste your time on this dump.",-0.7,0.4,-1,,-0.8
0tSlkEyJAscTXB3-gVJc2w,2T1Bkd0iJpaIs3C1Qdyj1Q,iSRTaT9WngzB8JJ2YKJUig,2,"OK. I guess to each his own... I literally ran to Mother's after reading reviews about New Orleans. If you are a big ham fan, you'll be very content with the signature po' boy. Otherwise, it's going to be a major letdown. Be warned tho that one person will barely be able to gulp one of those gigantic po' boys. Better bring a pal along... Totally casual place, service, and dress code.",-0.2,0.2,0,,0
E-6yK1WBbsc0p-sW2smrpQ,LcVX5dauEj520I56PfpPvQ,iSRTaT9WngzB8JJ2YKJUig,3,"It was ok. I was told this restaurant was a staple in New Orleans I ordered the grits, catfish and the green beans which was pretty tasty. My only compliant the catfish was cooked to hard.",0.3,0.3,,,
8yYiM8lSvyJDMg954EU8Pg,PsQhU0UIU4hH4s-v1hRXrQ,iSRTaT9WngzB8JJ2YKJUig,4,In town for a comic con and came to this place twice. Crawfish Etouffee  omelette sounded far fetched but it was good. Never been a fan of bread pudding but I am now! ....diamond and William are exceptional employees!!,0.6,0.5,0.7,,
RlhgWWrnnUU4UlyPmbcy1w,HFFl_6LmEgm15wLrzoBGYw,iSRTaT9WngzB8JJ2YKJUig,5,"Cecilia made this a 5-star experience with her excellent service. We threw her a curve ball and changed our order to carry-out after giving our orders (our timing had gotten thrown off), and she fully accommodated us. I enjoyed the crawfish étouffée so much - must have. My niece and nephew had the fried chicken and were please. Overall great place with the best service.",0.9,0.7,1,,
JeCwr9a7M_sGPbFrlyYk4A,edYCcNTj20sTJ3-UD2Nisg,iSRTaT9WngzB8JJ2YKJUig,4,"Something for everyone.  Prices vary from cheap to expensive for a shrimp platter.  Shrimp is amazing though, well worth it.  Fried chicken po boy was disappointing.  Very bland and too bare bones.  Could use more pickle and mayo.  Didn't try their famous ferdi sandwich.  Line moves pretty fast but food can take a while.  Great location near the quarter and the casino.  Along most parade routes.",0.5,0,,0.5,
p1E0ePzI1KxgDkVCF9aX7g,L1eAJ0x1Kb1D5-D-twIWqw,iSRTaT9WngzB8JJ2YKJUig,4,I love New Orleans! I live in California and love the culture of New Orleans. I've been here twice and food is pretty good. Great flavor and great gumbo. Service is pretty quick. It does get busy so be prepared to wait a little. It's super cute inside also.,0.6,0.6,0.4,,0.5
EG19_sbz43AaPrBC2HXqew,IKs7NURoupFBp-WyGoExFQ,iSRTaT9WngzB8JJ2YKJUig,1,"ferdi special is just a below average French dip sandwich on a good roll that is too large for the paltry portion of meat slapped on it, maybe it was just a bad day for them...",,,,,
2k009P4y2KEqemzpcbqETw,8eVOX9evLuBx9yCDP3Qr_w,iSRTaT9WngzB8JJ2YKJUig,3,"Cafeteria style, nothing fancy but the turnip greens are delicious with big hunks of ham.  The crawfish ettoufe and fried oysters were good but I was underwhelmed by the jambalaya.",,,,,
QlrdQMmO4SB7xcsthqb3iw,G_WFOqhcGnZgseE3LKSitw,iSRTaT9WngzB8JJ2YKJUig,4,"Turkey Ferdi, red beans and rice were amazing! I don't know what all the negative reviews are about. Service was great, food was great, a must try! The prices are pretty steep but what are you gonna do?",,,,,
MXadzs4sUvIYpi9VMzCvcA,_UK7roBIEpHyQa_-3zGtBQ,iSRTaT9WngzB8JJ2YKJUig,4,"NOLA: you keep your best gems hidden. We first find Gumbo Shop tucked away in a quiet street perpendicular to NOLA's best known entertainment: Bourbon Street. Then we have jazz heaven, a few blocks away from the breasts and beads: Frenchman Street. 

And now Mother's. Mother's is a great find, a great delight for po'boys and all that is southern. Don't go expecting fancy----far from it. Just order your meal after waiting in a long but quick line and sit back and wait until someone comes to get your number. We were lucky enough to find a small table in the back---the place gets pretty packed.",,,,,
gt_1mfLUKnftE6xfOR4pJA,mVFbNoiCb0VdNmJidGMgTA,iSRTaT9WngzB8JJ2YKJUig,4,"During our stay in NOLA, we kept hearing people talk about Mother's so we decided to try it out- it was just around the corner from our hotel! It was a short wait in a line outside, before the wait in line inside. It was about $40 for the 2 of us, although after getting our food- we totally could have split 1 sandwich... it was huge! Super yummy, we got the Ferdi and the Turkey Ferdi but with ""Debris"" and au jus gravy. One of the wait staff ensured my order modifications were correct when I forgot if I placed the order correctly. Thanks Mother's & staff!",,,,,
FypcjgVXZyqSphz3DMZgjA,TWLjiFruhV2-ukAw1EnVBQ,iSRTaT9WngzB8JJ2YKJUig,3,"This was our first stop after getting off the plane in New Orleans. We ordered the fried chicken, famous Ferdi Po'Boy and the bread pudding. We started off with the Ferdi which is baked ham, roast beef and debris (the yummy drippings left in the pan after the meat is roasted) on a soft roll. It was tasty and my first experience having debris. Where have you been all my life? I am a fan! The fried chicken came 25 minutes later because it is made to order -- it's not sitting under a heat lamp (they tell you this before you order). The chicken was wonderful - cooked perfectly with a thin crispy, salty skin. We finished with the bread pudding which was good but not the best I've had. It was the perfect meal after a long day of traveling.

The setting and service is not the best... just remember you are there for the food.",,,,,
TpGeVTUZgjNGN9IAr6_o3A,b6NObt8XYfKaYC4pYJaCVg,iSRTaT9WngzB8JJ2YKJUig,4,Turkey Ferdi in the house !!! So delicious! top it off with a lemonade and slice of pecan pie and I felt like my meager 18 hours spent in NO was worthwhile. Sweet server. Long wait for the shrimp Po boy my friend ordered but i thought it was funny. I'm not a nice person it turns out.,,,,,
ugiQ5hc7ZkZUTewjPm-25w,8CjKCkMSqkCXrtIjrY-Kug,iSRTaT9WngzB8JJ2YKJUig,5,"My mother had been here before and she enjoyed the menu. So we there for breakfast on Saturday and I was thoroughly pleased with everything I ordered. The omelette was so good and the cheese grits, amazing.",,,,,
hFsbQYZVCxNeNbZfh2LTog,Ef1lNjKDRVVmj7KuH_J2ww,iSRTaT9WngzB8JJ2YKJUig,2,"This place is a tourist trap in my opinion. The poboys were not very good and the place is crowded and hard to find seat. There is much better food in the area. If you want a good poboy in the quarter, try Johnnie's. Deanie's has good cajun food.  I don't ever eat breakfast in the Quarter, but I love Surrey's uptown. Just avoid Mothers!

Tip: Best poboys in town: Crabby Jacks, Parasol's, Parkway, Mahoney's (roast turkey!), and Guy's. (note to out of towners - none of these are in the tourist heavy Quarter).",,,,,
uioD6pjmqkM_lYJ5DFw8yA,bYEUa7QRktRy8daZH41yuw,iSRTaT9WngzB8JJ2YKJUig,3,"This place is overrated, average at best.  The Po-Boys are not very tasty and the ambiance is zero.  Out of all the places the NOLA, I see no reason to go here.",,,,,
y22XP0YkBCKBd1VUge_kNw,B73O637D5FY-HkmgiDbu3A,iSRTaT9WngzB8JJ2YKJUig,2,"Don't waste your time.  If you work in the immediate area, or want a break from Harrah's or the W, then fine.  But this place is not even average.  Think of Subway with 4x's the wait, half the meat, and twice the price.  Yes, I'm serious.
I hate to even write this review, but it blows me away that this place is ""famous"".  If you don't know where to go, at least stumble around into some doorway of another eatery that may be unfamiliar - at least it will be unique and doubtful it'll be worse.",,,,,
aQakA46n1xvIWl7PXmAS_g,BUeqfrO3j65uzd9RxC6gbw,iSRTaT9WngzB8JJ2YKJUig,5,"Mother's Restaurant is another must-stop when in NOLA.  It is not a lot to look at inside or out, but don't let the old faded sign scare you - get on inside.  A little closer to the hotels makes it easy to get to Mother's after you have slept in from a late night on Bourbon Street, but before going out to see the sights.

I always get the Ferdi Special dressed, so that I can get a variety of flavors on my sandwich, but it is the beef debris that makes the sandwich.  For those that don't know, debris is the little bits of beef that are left in the bottom of the pan after cooking the roast, although I think Mother's probably sells enough debris that they make sure there are extra little bits.  The juicy beefiness that is contained within the debris is a celebration in your mouth!

When you walk in the restaurant, you get in line, place you order, pay your bill, and wait for your drink.  Once you get the drink, go choose a table anywhere in the restaurant.  Put the receipt on the edge of the table and a server will come pick it up and bring your food to you when it is ready.  Be prepared for this to be a bit of a wait when it is busy.

Oh, and definitely add some of the pepper vinegar to the juice on your plate - it dials up the sandwich a notch when you dip in it.",,,,,
ERdK67sTT5LNDxiGBRdPoQ,m61sAybeT8pjZDu0tz0qjQ,iSRTaT9WngzB8JJ2YKJUig,5,"Because this is one of the restaurants New Orleans is known for, my wife and I had to visit.  We had the Famous Ferdi Special, the Egg and Turkey Sausage Po Boy, a cup of Seafood Gumbo, and the Bread Pudding.  All were very good.  It's a neat little place.  A word of warning.:.a tad on the touristy side and very busy.  Plan your trip accordingly.  I wouldn't hesitate to visit again.",,,,,
2w0YDfpOWwxnxqhjw7ITcA,CiHw1Mz-rSxN4mgNFxvrEQ,iSRTaT9WngzB8JJ2YKJUig,5,Great staff and great food. Reasonably priced. I was recommended to come here by multiple people. They got the soul food.,,,,,
pmyEXLtyovjuRbPSwaX-vg,-Tg5YTEMbnYw3fQN99xKCQ,iSRTaT9WngzB8JJ2YKJUig,3,Great breakfast for a reasonable price between 730a and 930a.  Overall there are better spots in New Orleans but if your hotel is in the CBD or canal street area this a nice spot.,,,,,
PxYIzvMnycY6yVhllv4vXQ,1ByzhUvQEd4Xe40ygkaMpg,iSRTaT9WngzB8JJ2YKJUig,1,"I'm not even sure why this place has a continuous line wrapped around the building? I'm also not sure what the draw to this greasy spoon is? 

The service, ambiance and food left little to be desired. I've had better po'boy's up North in Chicago.",,,,,
tJ9htfCsiyvk8p2zngXspQ,93s5XlhSBaIBcCpPecXu4w,iSRTaT9WngzB8JJ2YKJUig,3,"It was alright. There is a ton of ""hype"" on this restaurant. The food was OK, but the service of the food runners was great. I bet they have a really good breakfast!",,,,,
fTRJ99zIGco6bhTxrDTxyA,vkhovZoEHG1Fkj6ttqV4_w,iSRTaT9WngzB8JJ2YKJUig,3,"I go here for the Ferdi special only without cabbage..  This last visit I had some rice and beans as well and wasn't impressed.  The meat on the Ferdi is so incredibly tender.  There are some sandwiches where the meat all tries to come out when you take a bite and this is not one of them.  I hate mustard but leave it on there because it gives the sandwich a nice little flavor.  The line tends to move quickly and you had better be ready by the time you get up there.  If eating in, take a seat and someone comes by to grab your receipt and will bring the food by.  It's fun to visit institutions like this one because you know something has been done the same way for a long time.",,,,,
vIhwHAFgqadmoOsBB-fpiw,D8VTXQ_q8zpnY4lgaI0cnA,iSRTaT9WngzB8JJ2YKJUig,2,Don't be fooled by the management's pictures....first you stand in a long line (which went pretty fast to my surprise)then you order your food. Then you get a table....much like a cafeteria setting....and there were no tablecloths on the tables like the pictures showed. Food is $$$$ and very salty. Won't be coming back...,,,,,
-P5UnsmTLKg73cuWDslMog,tTXgo7Q-g_oS0uERz6KAKQ,iSRTaT9WngzB8JJ2YKJUig,5,"Loved my experience! Walked in at 7:30 pm on a Monday for takeout and no wait. Everybody greeted me, and I walked right up to the cashier. Ordered shrimp po-boy, crawfish etoufee, red beans and rice, greens, cabbage, and a grilled cheese and fries for the kids. Drinks for 3, and the total was $56. The staff was so friendly and helpful! The food came out in little over 5 minutes, hot and large portions. Would definitely visit here again, good for kids and the whole family!",,,,,
QucIX7-GhDnJAQB2iPh4zQ,GLHv2wNDBEfg4otOICzyzQ,iSRTaT9WngzB8JJ2YKJUig,1,"Don't know why I can never talk anyone who has not been here out of coming. With all the great food in town Mothers is like eating at a $6.99 All You Can Eat Buffet.....Not even the best hangover food....Landmark, yes.....Should have a Tombstone out front....",,,,,
jGL1JKYEfco-D9TWhaQe8w,UFaRqMwZ9VtvXnlETGcoxw,iSRTaT9WngzB8JJ2YKJUig,5,I love the poorboy with ham and steak.  It has a specific name but I don't know what it is loved it.  Crawfish etouffe was good. Great lunch. Local favorite.  I'll be back when I'm in New Orleans again.,,,,,
QFi1jH4BkmSlPHUqLB7zVg,fF0ZZRIXrwkbQ5KKUypTdg,iSRTaT9WngzB8JJ2YKJUig,1,I ordered the breakfast special & it was ok. My biscuit was cold & didn't taste good. This place wasn't clean & the employees that handle the food don't wear gloves. The pancakes weren't good. Prices are reasonable.,,,,,
btJX35dfmsfMYrP2uqE-Cw,vbmuEsNEfvicFWxBFUFt1Q,iSRTaT9WngzB8JJ2YKJUig,1,"Every time I visit New Orleans we drive by Mothers and the line is wrapped around the building so the food must be awesome? Wrong!!!!!! I asked the lady that was fixing plates, what was good to eat since it was my first time dining there. She replied it was her first day (it wasn't). So I again to another lady at the register, she said try the combination so I can sample a lot. I got red beans and rice, jambalaya, shrimp Creole, potato salad and cabbage with homemade lemonade. I only ate the potato salad and cabbage. There was no seasoning on anything else.  If I go back it will only be for the lemonade. Oh and when sent a picture back to family they were like wtf? Nobody wanted any.",,,,,
oDUZ2KPhilhoOhe1TLzUBw,Z3JavbKdrxIYGO1_N7p5ew,iSRTaT9WngzB8JJ2YKJUig,5,"Amazing! Everything here is great! I had the ham plate with beans, rice, green beans, and cabbage. Also, their bread pudding is one of the best desserts I've ever had! Service is fun and fast. Would recommend!",,,,,
5BT0-IPs3qwAoQQ50FliGg,418F_vnEiJMlU-sKpGttHA,iSRTaT9WngzB8JJ2YKJUig,2,"Had breakfast here the first Saturday morning in NOLA...i must say there was a long line and there was a sign that said NO FRIED CHICKEN!
anywho I ordered the breakfast special...2 eggs any style...grits on the side...along with 2 biscuits and toast...
The waiting on the line and the way it was looked at made it look like a food shelter but i had no problem with that.
eggs were good i like mine scrambled...grits are disgustin yuck and the biscuits were so dry...no flavor...the toast was yummy...and the orange juice was thirst quenchy...oh yeah and i had ham as well...which was mediocre...dry and somewhat lil bit juicy...ahem
9$ for my meal...was a good price but the quality was a no no",,,,,
_3BhluRPWS1jBHWEjaeV7Q,kBcLkweAczWvw2AT1YWQzQ,iSRTaT9WngzB8JJ2YKJUig,3,Jambalaya was good. Roast beef po boy was ok. Fries were cold. Service was slow and they were not busy. The guy seating people was on his cell phone while seating people. Our waitress got another table and made the people wait while she finished her conversation just a few tables over. It was a disappointing experience overall.,,,,,
CxaQmjGJpH_Xnxnh0tZDbQ,9F07ZIzQU8VOy0E3CSdgSA,iSRTaT9WngzB8JJ2YKJUig,3,"Not sure what happened here as the reviews were good. The fried chicken was crunchy but bland and dry, the Jambalaya tasted like rice and tomato sauce and the beans and rice was nothing out of the ordinary , it was bland as well. What was good was their Bloody Mary.",,,,,
1UEgWOLMLVQK00MpBIS2Hw,oeUSGmBGUlLspHzQN6vRig,iSRTaT9WngzB8JJ2YKJUig,3,"Long wait, food was good, but not a big portion. Worth a try but no a must. Great theme and servers were fast.",,,,,
zn-_C-lpJl5dma-i52rZhA,dWTrJdEPoZB8LkOPv_jxsA,iSRTaT9WngzB8JJ2YKJUig,5,"Wonderful extremely casual restaurant. Order after standing in line. Sometimes the line is out the door and down the street but DO NOT LEAVE! There is a reason for the line and they are fantastic at making that line move quickly!!! 

The sausage is amazing-ham equally so, and the debris...well, I dream of it at night. A little hot sauce and I'm set!",,,,,
IWlmNCZ_01wm4Dq6nRFnXQ,96sGXRSfKkgK5bRZ6aSf1g,iSRTaT9WngzB8JJ2YKJUig,5,"Service was great, people were friendly and efficient. Portions is huge, enough to share a meal with a friend. The line was long but it moved quickly so don't be discouraged by wait. This is a must try if visiting New Orleans.",,,,,
OPsZBBGxxhpwXDxBs38cBA,eQ5qftDuQ0ZHt-FKBHvbBA,iSRTaT9WngzB8JJ2YKJUig,3,"I got take out from here on Sunday night as I was not feeling that well. Maybe the experience would be better at the actual restaurant. My gumbo was terrible as there was barley any seafood in it and the rice was undercooked. My grilled chicken sandwich was very tasty but small for the price paid. The chocked was butterfly cut so it was very thin. I removed the contents and turned it into a nice sized half sandwich, which the bread they used was really good. I just don't feel like I got value for the price I paid.",,,,,
ngd09V3fb7mye38xxwUjAA,oM0fgdBHrzRkPXm6S7kNeQ,iSRTaT9WngzB8JJ2YKJUig,2,Totally disappointed with the shrimp po-boy! The bread is hard as rock and there is not much flavor to the shrimp. Fooled by yelp reviews!,,,,,
dAiytxnJDNaoVbdn0z6aWg,VeP6L0qmInMcsTRnjmOeKA,iSRTaT9WngzB8JJ2YKJUig,4,"Love love this place. The food is excellent and the atmosphere is what it should be for a famous, busy, long standing lunch place in Nola! The service is great-- all great New Orleans people who make you feel welcome and happy to be there!",,,,,
OTy1q2tvZArrZA0VWK8hLQ,8f60N3wjhOq_KD8_uc7mKg,iSRTaT9WngzB8JJ2YKJUig,2,Alright. New Orleans. Mother's. Big huge line. $19 Po-Boy. Has to be the best right? Not so sure. The bread was very bland and cheap. 10 inch sandwich with fried oysters didn't have any flavor. How about using some spices? Maybe Cajun? It's meat and bread. Not that special. Try the red fish Po Boy across the street at the W. Now that's how it should be done.,,,,,
